"AUQ041.Code.or.Value","AUQ041.Value.Description","AUQ041.Count","AUQ041.Cumulative","AUQ041.Skip.to.Item"
"1 to 24","Range of Values",143,143,NA
"77","SP refused",0,143,NA
"99","Don't know",1,144,NA
".","Missing",2987,3131,NA
