"TYXA066.Code.or.Value","TYXA066.Value.Description","TYXA066.Count","TYXA066.Cumulative","TYXA066.Skip.to.Item"
"0.09 to 6.979","Range of Values",5581,5581,NA
".","Missing",4,5585,NA
