"AUXRR183.Code.or.Value","AUXRR183.Value.Description","AUXRR183.Count","AUXRR183.Cumulative","AUXRR183.Skip.to.Item"
"-25 to 117","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
