"MCQ550.Code.or.Value","MCQ550.Value.Description","MCQ550.Count","MCQ550.Cumulative","MCQ550.Skip.to.Item"
"1","Yes",623,623,NA
"2","No",4931,5554,NA
"7","Refused",0,5554,NA
"9","Don't know",15,5569,NA
".","Missing",3328,8897,NA
