"SXQ260.Code.or.Value","SXQ260.Value.Description","SXQ260.Count","SXQ260.Cumulative","SXQ260.Skip.to.Item"
"1","Yes",113,113,NA
"2","No",3083,3196,NA
"7","Refused",2,3198,NA
"9","Don't know",1,3199,NA
".","Missing",1644,4843,NA
