"SXQ800.Code.or.Value","SXQ800.Value.Description","SXQ800.Count","SXQ800.Cumulative","SXQ800.Skip.to.Item"
"1","Yes",1863,1863,NA
"2","No",198,2061,NA
"7","Refused",2,2063,NA
"9","Don't know",4,2067,NA
".","Missing",2776,4843,NA
