"AUQ146.Code.or.Value","AUQ146.Value.Description","AUQ146.Count","AUQ146.Cumulative","AUQ146.Skip.to.Item"
"1","Yes",256,256,""
"2","No",5461,5717,"AUQ390"
"7","Refused",0,5717,"AUQ390"
"9","Don't know",2,5719,"AUQ390"
".","Missing",3856,9575,""
