"AUXLR103.Code.or.Value","AUXLR103.Value.Description","AUXLR103.Count","AUXLR103.Cumulative","AUXLR103.Skip.to.Item"
"-58 to 71","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
