"PAQ480.Code.or.Value","PAQ480.Value.Description","PAQ480.Count","PAQ480.Cumulative","PAQ480.Skip.to.Item"
"0","Less than 1 hour,",657,657,NA
"1","1 hour,",1000,1657,NA
"2","2 hours,",1583,3240,NA
"3","3 hours,",1107,4347,NA
"4","4 hours,",716,5063,NA
"5","5 hours or more, or",875,5938,NA
"6","None",94,6032,NA
"77","Refused",7,6039,NA
"99","Don't know",3,6042,NA
".","Missing",3146,9188,NA
