"PAQ740.Code.or.Value","PAQ740.Value.Description","PAQ740.Count","PAQ740.Cumulative","PAQ740.Skip.to.Item"
"1","Yes",310,310,""
"2","No",317,627,"PAQ744"
"7","Refused",0,627,"PAQ744"
"9","Don't know",8,635,"PAQ744"
".","Missing",8620,9255,""
