"AUXRR223.Code.or.Value","AUXRR223.Value.Description","AUXRR223.Count","AUXRR223.Cumulative","AUXRR223.Skip.to.Item"
"-45 to 89","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
