"CIQD064.Code.or.Value","CIQD064.Value.Description","CIQD064.Count","CIQD064.Cumulative","CIQD064.Skip.to.Item"
"2 to 10","Range of Values",49,49,NA
"77","Refuse",1,50,NA
"99","Don't know",2,52,NA
".","Missing",798,850,NA
