"AUQ550.Code.or.Value","AUQ550.Value.Description","AUQ550.Count","AUQ550.Cumulative","AUQ550.Skip.to.Item"
"1","Yes",56,56,NA
"2","No",741,797,NA
"7","Refused",1,798,NA
"9","Don't know",5,803,NA
".","Missing",2328,3131,NA
