"DXXPT77X.Code.or.Value","DXXPT77X.Value.Description","DXXPT77X.Count","DXXPT77X.Cumulative","DXXPT77X.Skip.to.Item"
"659.5 to 1192.5","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
