"AUXRR149.Code.or.Value","AUXRR149.Value.Description","AUXRR149.Count","AUXRR149.Cumulative","AUXRR149.Skip.to.Item"
"-43 to 50","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
