"AUXLR230.Code.or.Value","AUXLR230.Value.Description","AUXLR230.Count","AUXLR230.Cumulative","AUXLR230.Skip.to.Item"
"-34 to 81","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
