"AUXLR160.Code.or.Value","AUXLR160.Value.Description","AUXLR160.Count","AUXLR160.Cumulative","AUXLR160.Skip.to.Item"
"-17 to 57","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
