"SMQ020.Code.or.Value","SMQ020.Value.Description","SMQ020.Count","SMQ020.Cumulative","SMQ020.Skip.to.Item"
"1","Yes",2359,2359,""
"2","No",3497,5856,"SMQ890"
"7","Refused",0,5856,"SMQ890"
"9","Don't know",0,5856,"SMQ890"
".","Missing",868,6724,""
