"AUXLR283.Code.or.Value","AUXLR283.Value.Description","AUXLR283.Count","AUXLR283.Cumulative","AUXLR283.Skip.to.Item"
"-21 to 105","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
