"AUXLR240.Code.or.Value","AUXLR240.Value.Description","AUXLR240.Count","AUXLR240.Cumulative","AUXLR240.Skip.to.Item"
"-19 to 62","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
