"AUXRR125.Code.or.Value","AUXRR125.Value.Description","AUXRR125.Count","AUXRR125.Cumulative","AUXRR125.Skip.to.Item"
"-53 to 89","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
