"AUXLR235.Code.or.Value","AUXLR235.Value.Description","AUXLR235.Count","AUXLR235.Cumulative","AUXLR235.Skip.to.Item"
"-25 to 99","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
