"WBXP101.Code.or.Value","WBXP101.Value.Description","WBXP101.Count","WBXP101.Cumulative","WBXP101.Skip.to.Item"
"-156.8157 to 176.995","Range of Values",5671,5671,NA
".","Missing",11,5682,NA
