"TYXA061.Code.or.Value","TYXA061.Value.Description","TYXA061.Count","TYXA061.Cumulative","TYXA061.Skip.to.Item"
"0.09 to 6.438","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
