"DBQ915.Code.or.Value","DBQ915.Value.Description","DBQ915.Count","DBQ915.Cumulative","DBQ915.Skip.to.Item"
"1","Yes",233,233,NA
"2","No",9872,10105,NA
"7","Refused",1,10106,NA
"9","Don't know",3,10109,NA
".","Missing",428,10537,NA
