"TYXP198.Code.or.Value","TYXP198.Value.Description","TYXP198.Count","TYXP198.Cumulative","TYXP198.Skip.to.Item"
"-297 to 112","Range of Values",427,427,NA
".","Missing",5158,5585,NA
