"VIQ010.Code.or.Value","VIQ010.Value.Description","VIQ010.Count","VIQ010.Cumulative","VIQ010.Skip.to.Item"
"1","Yes",7164,7164,"VIQ031"
"2","No",8,7172,""
"7","Refused",0,7172,""
"9","Don't know",1,7173,""
".","Missing",0,7173,""
