"CBQ665.Code.or.Value","CBQ665.Value.Description","CBQ665.Count","CBQ665.Cumulative","CBQ665.Skip.to.Item"
"1","Very important",1759,1759,NA
"2","Somewhat important",621,2380,NA
"3","Not too important",52,2432,NA
"4","Not at all important",6,2438,NA
"7","Refused",0,2438,NA
"9","Don't know",4,2442,NA
".","Missing",503,2945,NA
