"TYXP082.Code.or.Value","TYXP082.Value.Description","TYXP082.Count","TYXP082.Cumulative","TYXP082.Skip.to.Item"
"-265 to 145","Range of Values",5579,5579,NA
".","Missing",6,5585,NA
