"AUXLR258.Code.or.Value","AUXLR258.Value.Description","AUXLR258.Count","AUXLR258.Cumulative","AUXLR258.Skip.to.Item"
"-22 to 74","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
