"TYXP159.Code.or.Value","TYXP159.Value.Description","TYXP159.Count","TYXP159.Cumulative","TYXP159.Skip.to.Item"
"-297 to 193","Range of Values",2527,2527,NA
".","Missing",3058,5585,NA
