"OHQ085.Code.or.Value","OHQ085.Value.Description","OHQ085.Count","OHQ085.Cumulative","OHQ085.Skip.to.Item"
"1","Yes",413,413,NA
"2","No",5394,5807,NA
"7","Refused",3,5810,NA
"9","Don't know",0,5810,NA
".","Missing",4317,10127,NA
