"RHQ162.Code.or.Value","RHQ162.Value.Description","RHQ162.Count","RHQ162.Cumulative","RHQ162.Skip.to.Item"
"1","Yes",177,177,""
"2","No",1923,2100,"RHQ166"
"3","Borderline",11,2111,"RHQ166"
"7","Refused",1,2112,"RHQ166"
"9","Don't know",1,2113,"RHQ166"
".","Missing",1173,3286,""
