"SXQ600.Code.or.Value","SXQ600.Value.Description","SXQ600.Count","SXQ600.Cumulative","SXQ600.Skip.to.Item"
"0 to 9","Range of Values",850,850,NA
"77777","Refused",1,851,NA
"99999","Don't know",0,851,NA
".","Missing",3992,4843,NA
