"RFXC005.Code.or.Value","RFXC005.Value.Description","RFXC005.Count","RFXC005.Cumulative","RFXC005.Skip.to.Item"
"-4.318 to 3.713","Range of Values",33721,33721,NA
".","Missing",0,33721,NA
