"CIQD084.Code.or.Value","CIQD084.Value.Description","CIQD084.Count","CIQD084.Cumulative","CIQD084.Skip.to.Item"
"1","Still going on",16,16,"CIQD087"
"5","Ended",24,40,""
"7","Refuse",0,40,"CIQD087"
"9","Don't know",0,40,"CIQD087"
".","Missing",810,850,""
