"AUXLR257.Code.or.Value","AUXLR257.Value.Description","AUXLR257.Count","AUXLR257.Cumulative","AUXLR257.Skip.to.Item"
"-37 to 74","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
