"TYXA117.Code.or.Value","TYXA117.Value.Description","TYXA117.Count","TYXA117.Cumulative","TYXA117.Skip.to.Item"
"0.09 to 6.513","Range of Values",5390,5390,NA
".","Missing",195,5585,NA
