"TYXP214.Code.or.Value","TYXP214.Value.Description","TYXP214.Count","TYXP214.Cumulative","TYXP214.Skip.to.Item"
"-298 to 185","Range of Values",234,234,NA
".","Missing",5351,5585,NA
