"TYXP110.Code.or.Value","TYXP110.Value.Description","TYXP110.Count","TYXP110.Cumulative","TYXP110.Skip.to.Item"
"-299 to 124","Range of Values",5539,5539,NA
".","Missing",46,5585,NA
