"TYXP063.Code.or.Value","TYXP063.Value.Description","TYXP063.Count","TYXP063.Cumulative","TYXP063.Skip.to.Item"
"-156 to 173","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
