"TYXP132.Code.or.Value","TYXP132.Value.Description","TYXP132.Count","TYXP132.Cumulative","TYXP132.Skip.to.Item"
"-291 to 72","Range of Values",4683,4683,NA
".","Missing",902,5585,NA
