"AUXLR239.Code.or.Value","AUXLR239.Value.Description","AUXLR239.Count","AUXLR239.Cumulative","AUXLR239.Skip.to.Item"
"-15 to 63","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
