"AUXRR208.Code.or.Value","AUXRR208.Value.Description","AUXRR208.Count","AUXRR208.Cumulative","AUXRR208.Skip.to.Item"
"-40 to 45","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
