"AUXRR167.Code.or.Value","AUXRR167.Value.Description","AUXRR167.Count","AUXRR167.Cumulative","AUXRR167.Skip.to.Item"
"-27 to 134","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
