"WBXP095.Code.or.Value","WBXP095.Value.Description","WBXP095.Count","WBXP095.Cumulative","WBXP095.Skip.to.Item"
"-160.4314 to 160.0173","Range of Values",5671,5671,NA
".","Missing",11,5682,NA
