"RFXC138.Code.or.Value","RFXC138.Value.Description","RFXC138.Count","RFXC138.Cumulative","RFXC138.Skip.to.Item"
"-7.79 to 7.563","Range of Values",33675,33675,NA
".","Missing",46,33721,NA
