"TYXP034.Code.or.Value","TYXP034.Value.Description","TYXP034.Count","TYXP034.Cumulative","TYXP034.Skip.to.Item"
"-20 to 188","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
