"TYXA216.Code.or.Value","TYXA216.Value.Description","TYXA216.Count","TYXA216.Cumulative","TYXA216.Skip.to.Item"
"0.333 to 3.911","Range of Values",191,191,NA
".","Missing",5394,5585,NA
