"TYXP017.Code.or.Value","TYXP017.Value.Description","TYXP017.Count","TYXP017.Cumulative","TYXP017.Skip.to.Item"
"56 to 187","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
