"TYXA122.Code.or.Value","TYXA122.Value.Description","TYXA122.Count","TYXA122.Cumulative","TYXA122.Skip.to.Item"
"0.09 to 6.491","Range of Values",5245,5245,NA
".","Missing",340,5585,NA
