"AUXRR130.Code.or.Value","AUXRR130.Value.Description","AUXRR130.Count","AUXRR130.Cumulative","AUXRR130.Skip.to.Item"
"-47 to 81","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
