"DBQ360.Code.or.Value","DBQ360.Value.Description","DBQ360.Count","DBQ360.Cumulative","DBQ360.Skip.to.Item"
"1","Yes",2199,2199,""
"2","No",465,2664,"DBD895"
"7","Refused",0,2664,"DBD895"
"9","Don't know",0,2664,"DBD895"
".","Missing",6590,9254,""
