"WBXA094.Code.or.Value","WBXA094.Value.Description","WBXA094.Count","WBXA094.Cumulative","WBXA094.Skip.to.Item"
"-11.5039 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
