"TYXP109.Code.or.Value","TYXP109.Value.Description","TYXP109.Count","TYXP109.Cumulative","TYXP109.Skip.to.Item"
"-295 to 125","Range of Values",5539,5539,NA
".","Missing",46,5585,NA
