"CBQ525.Code.or.Value","CBQ525.Value.Description","CBQ525.Count","CBQ525.Cumulative","CBQ525.Skip.to.Item"
"1","Yes",1615,1615,NA
"2","No",564,2179,NA
"7","Refused",0,2179,NA
"9","Don't know",0,2179,NA
".","Missing",766,2945,NA
