"SMQ670.Code.or.Value","SMQ670.Value.Description","SMQ670.Count","SMQ670.Cumulative","SMQ670.Skip.to.Item"
"1","Yes",541,541,NA
"2","No",494,1035,NA
"7","Refused",0,1035,NA
"9","Don't know",0,1035,NA
".","Missing",5689,6724,NA
