"SMQ940.Code.or.Value","SMQ940.Value.Description","SMQ940.Count","SMQ940.Cumulative","SMQ940.Skip.to.Item"
"1","Yes",911,911,NA
"2","No",8041,8952,NA
"7","Refused",0,8952,NA
"9","Don't know",26,8978,NA
".","Missing",276,9254,NA
