"AUXRR117.Code.or.Value","AUXRR117.Value.Description","AUXRR117.Count","AUXRR117.Cumulative","AUXRR117.Skip.to.Item"
"-69 to 52","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
