"AUXRR126.Code.or.Value","AUXRR126.Value.Description","AUXRR126.Count","AUXRR126.Cumulative","AUXRR126.Skip.to.Item"
"-53 to 69","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
