"CIQD108.Code.or.Value","CIQD108.Value.Description","CIQD108.Count","CIQD108.Cumulative","CIQD108.Skip.to.Item"
"0 to 28","Range of Values",79,79,NA
"77","Refuse",0,79,NA
"99","Don't know",1,80,NA
".","Missing",770,850,NA
