"TYXP104.Code.or.Value","TYXP104.Value.Description","TYXP104.Count","TYXP104.Cumulative","TYXP104.Skip.to.Item"
"-294 to 165","Range of Values",5562,5562,NA
".","Missing",23,5585,NA
