"KIQ020.Code.or.Value","KIQ020.Value.Description","KIQ020.Count","KIQ020.Cumulative","KIQ020.Skip.to.Item"
"1","Yes",156,156,NA
"2","No",4709,4865,NA
"7","Refused",3,4868,NA
"9","Don't know",9,4877,NA
".","Missing",3,4880,NA
