"AUXLR210.Code.or.Value","AUXLR210.Value.Description","AUXLR210.Count","AUXLR210.Cumulative","AUXLR210.Skip.to.Item"
"-34 to 61","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
